"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"637","LNPEP",-11.0658907793095,4.59731085704602e-08,1.64508788191788e-07,"-"
"638","LOXL4",-11.0658907793095,4.59731085704602e-08,1.64508788191788e-07,"-"
"639","PHLPP1",-11.422087918314,4.62941049650074e-08,1.65398187222397e-07,"-"
"640","CLK1",-11.2507054827094,4.64090235155239e-08,1.65506112554155e-07,"-"
"641","WDR37",-11.3529858220632,4.64693027364052e-08,1.65506112554155e-07,"-"
"642","TGFBRAP1",-11.35771930761,4.67760712422083e-08,1.66186208897026e-07,"-"
"643","NABP1",-11.2591836031944,4.68058398251369e-08,1.66186208897026e-07,"-"
"644","CUX1",-11.1581348778439,4.753233402785e-08,1.67463454607379e-07,"-"
"645","PTCH1",10.4968862852083,4.73699570889698e-08,1.67463454607379e-07,"+"
"646","LOC102031319",-10.8747994215052,4.74470781068418e-08,1.67463454607379e-07,"-"
"647","TPTE2P6",-10.737846753676,4.74875223030777e-08,1.67463454607379e-07,"-"
"648","COMMD4",-11.1571154323233,4.74692063001629e-08,1.67463454607379e-07,"-"
"649","GSTM2",-10.869779802988,4.81617307995813e-08,1.69419462889745e-07,"-"
"650","MSANTD1",10.9614332082395,4.84021530096273e-08,1.70003254339968e-07,"+"
"651","NOL11",-11.1535459617423,4.8517071647578e-08,1.70145122229525e-07,"-"
"652","BRD1",-11.2232551895626,4.86953276009412e-08,1.70508332688572e-07,"-"
"653","YY1",11.2172698540757,4.94677160757172e-08,1.72947619909437e-07,"+"
"654","SS18",-11.2592239432223,5.04336446254413e-08,1.76055062201655e-07,"-"
"655","DPP10-AS1",-10.6878325781619,5.16031510207322e-08,1.7986258592417e-07,"-"
"656","CTBP1-DT",-11.0306334434298,5.20945630788303e-08,1.81298609007576e-07,"-"
"657","TSPAN5",10.9333758609029,5.23175192341452e-08,1.81797407019107e-07,"+"
"658","PLEKHG6",-10.6849717241314,5.25310300998769e-08,1.82261917504588e-07,"-"
"659","MYO15A",-10.869563513588,5.2811565610347e-08,1.82957214398213e-07,"-"
"660","ATXN7L3B",-11.2197850682918,5.37696957090237e-08,1.85994265611668e-07,"-"
"661","SMIM2-AS1",-10.8766538587256,5.43306067445126e-08,1.87650189406539e-07,"-"
"662","GPBP1",-11.0153399469103,5.44191646635643e-08,1.87672134330691e-07,"-"
"663","GPR26",-10.8509269080076,5.48268014879779e-08,1.88792741775345e-07,"-"
"664","MYL3",-10.7375997472347,5.53848059433188e-08,1.90140619501649e-07,"-"
"665","CCSER2",-10.8519578895705,5.53195129523372e-08,1.90140619501649e-07,"-"
"666","LUZP6",11.0746544301456,5.63685055055873e-08,1.93227174278162e-07,"+"
"667","SH3BP1",-10.8524518727272,5.66510980192995e-08,1.93904732800691e-07,"-"
"668","RPL26L1",-10.7313293423723,5.71269209076211e-08,1.94948819778922e-07,"-"
"669","NCCRP1",10.7992709795813,5.7117901399505e-08,1.94948819778922e-07,"+"
"670","CNTN4-AS1",-10.6879300498393,5.80181235167117e-08,1.9769459102784e-07,"-"
"671","ZNF771",-11.3365527678756,5.84398553103502e-08,1.98834857933725e-07,"-"
"672","MMAB",-10.6834516792593,5.85568954237465e-08,1.9893659561371e-07,"-"
"673","TIGD5",10.6822500584221,5.87707588474796e-08,1.99366482093308e-07,"+"
"674","DNAJC3",-11.2289365615476,6.09814110016241e-08,2.0655869631559e-07,"-"
"675","IKZF2",-10.3617364697659,6.14105888185978e-08,2.07397003362217e-07,"-"
"676","AKAP5",10.9041401681083,6.139964890846e-08,2.07397003362217e-07,"+"
"677","TMEM182",-10.9706665465503,6.3404537974342e-08,2.13814712253209e-07,"-"
"678","NDUFB7",10.9517091169346,6.37711175799244e-08,2.1473371893063e-07,"+"
"679","UGP2",-10.4283378658932,6.48017352995944e-08,2.17882712354895e-07,"-"
"680","LOC403312",-10.9059260171523,6.52534782237141e-08,2.19078957036381e-07,"-"
"681","DCK",10.9114260060851,6.56810681930009e-08,2.20190717598563e-07,"+"
"682","MIR1247",10.7992626630356,6.5853876449432e-08,2.20446334214154e-07,"+"
"683","LOC730338",10.5578104669665,6.69236878322036e-08,2.23372484387311e-07,"+"
"684","LOC101928782",10.5578104669665,6.69236878322036e-08,2.23372484387311e-07,"+"
"685","PIP5K1C",10.9875974981757,6.78570678379117e-08,2.26157205655405e-07,"+"
"686","IP6K2",-10.6597993625734,6.82418326817167e-08,2.27108023341631e-07,"-"
"687","LINC00290",10.9943675408291,6.90034078884307e-08,2.29308268135789e-07,"+"
"688","MIR4656",-10.8519208424909,7.37688464299117e-08,2.44788192441117e-07,"-"
"689","TMEFF2",-10.9706052431181,7.49037090352293e-08,2.48193276817748e-07,"-"
"690","NPR3",-10.9588778848286,7.5201911998734e-08,2.48820239265377e-07,"-"
"691","GOLGA8M",11.4077549304582,7.54827991346734e-08,2.49388177169985e-07,"+"
"692","C6orf118",10.4940909577565,7.56286888402057e-08,2.49509099165014e-07,"+"
"693","EPB41L4A",10.9079463728608,7.69554946728291e-08,2.53154746884825e-07,"+"
"694","MIR646HG",11.1401987512196,7.69017239206944e-08,2.53154746884825e-07,"+"
"695","SCN3B",10.6765559395545,7.8695735875821e-08,2.58507000006474e-07,"+"
"696","SPIN1",-11.072502418885,7.90815800002025e-08,2.59401217155837e-07,"-"
"697","PRKD2",-11.0700316057239,8.00713015058581e-08,2.6227084840441e-07,"-"
"698","PLXDC1",-11.6682079155015,8.1631938916511e-08,2.66617620238047e-07,"-"
"699","XPNPEP2",-11.0382926355954,8.15286844130032e-08,2.66617620238047e-07,"-"
"700","GABRA4",-10.8509330367523,8.19151014403915e-08,2.67160252269163e-07,"-"
"701","MIR3689C",10.4509559368773,8.25775023977524e-08,2.68553330447391e-07,"+"
"702","MIR378C",-10.6578468780527,8.25699575408074e-08,2.68553330447391e-07,"-"
"703","ESM1",11.0821092043469,8.27447211066159e-08,2.6871436456103e-07,"+"
"704","RGMB",-10.4346874958698,8.56949343007191e-08,2.77899907682588e-07,"-"
"705","SMYD3",10.7825257790194,8.69758548785071e-08,2.81254782843671e-07,"+"
"706","RHOT1",-11.2036228336033,8.68913547761546e-08,2.81254782843671e-07,"-"
"707","PSTPIP1",-11.2057778812821,8.7649241289204e-08,2.83031425549155e-07,"-"
"708","GGPS1",11.0627850540216,8.78375220130591e-08,2.83238789203127e-07,"+"
"709","FAM183A",10.6590615383467,8.87387089601472e-08,2.85741146059261e-07,"+"
"710","CD180",-10.8989314196377,8.88879431903202e-08,2.85818555357044e-07,"-"
"711","TRIO",-10.8697522298164,8.91553667018266e-08,2.85873177219481e-07,"-"
"712","LINC00494",-10.4283378921697,8.9107152125847e-08,2.85873177219481e-07,"-"
"713","LINC00861",-10.905915558901,8.9652093859972e-08,2.87062735318816e-07,"-"
"714","NPAT",-11.1518973448123,9.02039318453242e-08,2.88425177034839e-07,"-"
"715","HIPK1-AS1",11.1394689541485,9.04899837149075e-08,2.88935150798789e-07,"+"
"716","APH1B",-11.0758304751764,9.09416346141248e-08,2.89755898725343e-07,"-"
"717","LINC00910",-11.1524528607163,9.10008670109817e-08,2.89755898725343e-07,"-"
"718","TRABD",11.0068984784217,9.14622997375954e-08,2.90819540809095e-07,"+"
"719","IRX2",10.5935168365119,9.23896149222361e-08,2.92964676340857e-07,"+"
"720","NACC2",11.5898125753872,9.23935904360127e-08,2.92964676340857e-07,"+"
"721","SLC22A7",10.6003979456041,9.36516458288788e-08,2.965418965705e-07,"+"
"722","BLVRA",11.0094288020969,9.39316373165417e-08,2.97016520766849e-07,"+"
"723","GREM2",-10.3872749943833,9.47013472544695e-08,2.99036204401043e-07,"-"
"724","ABCA4",-11.2348735899557,9.76912607349697e-08,3.0805130974853e-07,"-"
"725","KCNH1",-10.3617497994534,9.88355837220117e-08,3.10878800629627e-07,"-"
"726","SNORA37",10.5627238734458,9.88602756272928e-08,3.10878800629627e-07,"+"
"727","MIR6090",-11.2163870692698,9.98583694926483e-08,3.13585498695621e-07,"-"
"728","LOC101929172",10.5578234117291,1.00526816524737e-07,3.14818548869649e-07,"+"
"729","MTUS2-AS1",10.5578234117291,1.00526816524737e-07,3.14818548869649e-07,"+"
"730","HDGFL1",10.555336371607,1.01428510622476e-07,3.16773310193042e-07,"+"
"731","MIR1273C",10.555336371607,1.01428510622476e-07,3.16773310193042e-07,"+"
"732","ARHGAP18",-10.6598022403341,1.01813529900614e-07,3.1754137809167e-07,"-"
"733","SART1",10.9636848637582,1.03852675171849e-07,3.23018606835601e-07,"+"
"734","SLC16A8",10.8804558941294,1.03743648546199e-07,3.23018606835601e-07,"+"
"735","ICAM2",11.1703535542179,1.0407232506325e-07,3.23261385196464e-07,"+"
"736","LINC00692",10.4968760694092,1.0452854762065e-07,3.24237329100468e-07,"+"
"737","KLF12",11.1037656722278,1.05090939296504e-07,3.25539503953757e-07,"+"
"738","MIR3914-1",10.3112414553789,1.08794472032678e-07,3.36099837145606e-07,"+"
"739","TMTC2",10.3112414553789,1.08794472032678e-07,3.36099837145606e-07,"+"
"740","IFITM3",10.5112970158544,1.11665597968335e-07,3.44503459677985e-07,"+"
"741","TNFSF4",-10.6889163661895,1.15555933601414e-07,3.55544739099769e-07,"-"
"742","HMX1",-10.1983708896338,1.15507545737012e-07,3.55544739099769e-07,"-"
"743","MIR1286",11.4514234677208,1.16734057070688e-07,3.58686207661348e-07,"+"
"744","KCCAT198",-10.6218987066212,1.18604130989321e-07,3.63942514850296e-07,"-"
"745","AMOT",10.557799865089,1.20084423237423e-07,3.67990252685955e-07,"+"
"746","GK5",-11.3264903066018,1.20467092917802e-07,3.68668060497778e-07,"-"
"747","LINC00564",10.3112512740242,1.20925643706345e-07,3.69575963295294e-07,"+"
"748","KIF19",10.593450657363,1.24531945989168e-07,3.80088813761056e-07,"+"
"749","SPP2",-11.0797494271988,1.25626709460242e-07,3.82918261278681e-07,"-"
"750","BORCS6",-11.1498740715804,1.26397127246776e-07,3.84752855339187e-07,"-"
"751","MIR3681",-10.5862887141609,1.28048817433807e-07,3.8892054831634e-07,"-"
"752","HNRNPAB",-11.0381685305614,1.28106987443665e-07,3.8892054831634e-07,"-"
"753","ZNF423",10.2228052047653,1.29879166789765e-07,3.93777075406418e-07,"+"
"754","FLT1",-11.0659095383999,1.31028508230088e-07,3.96734859800121e-07,"-"
"755","SNORD82",-10.7747637966063,1.31768923095611e-07,3.98448280036133e-07,"-"
"756","DOCK2",10.8397839520884,1.33964833137352e-07,4.04552531815575e-07,"+"
"757","ARID5A",-11.0381818205884,1.34259538939886e-07,4.04906905415798e-07,"-"
"758","LINC01667",-10.1982754425183,1.37169352990053e-07,4.13136718834158e-07,"-"
"759","LRP2",-9.86385020472497,1.37575580435512e-07,4.13814295302073e-07,"-"
"760","POSTN",10.5470312181569,1.38400833414328e-07,4.15748819322252e-07,"+"
"761","CASK",11.0082465835844,1.39257126775546e-07,4.17771380326638e-07,"+"
"762","LOC101927911",10.6666057990236,1.39915476521662e-07,4.19195581232225e-07,"+"
"763","CAPN5",-10.8509251654632,1.45895046869139e-07,4.36537866320111e-07,"-"
"764","MANF",10.3691344363838,1.47451663718076e-07,4.40042023880219e-07,"+"
"765","LOC101928622",10.3691344363838,1.47451663718076e-07,4.40042023880219e-07,"+"
"766","ATP1A1",-10.3617353739228,1.49503410123039e-07,4.45001675763882e-07,"-"
"767","KCNJ11",-10.3617353739228,1.49503410123039e-07,4.45001675763882e-07,"-"
"768","ST6GAL1",-10.4867383572366,1.55692326642678e-07,4.62819767871398e-07,"-"
"769","CMC1",-10.6887701830485,1.59459334885812e-07,4.73401380421728e-07,"-"
"770","ZNF841",10.5457777536501,1.59947057725382e-07,4.74232639983179e-07,"+"
"771","MIR5704",10.3112668274106,1.64963888433281e-07,4.87209000379275e-07,"+"
"772","SLIT2",10.3112668274106,1.64963888433281e-07,4.87209000379275e-07,"+"
"773","GABRP",10.3112668274106,1.64963888433281e-07,4.87209000379275e-07,"+"
"774","L3MBTL4-AS1",11.0644512002096,1.67011478419026e-07,4.92619128204958e-07,"+"
"775","TECRL",10.3024421599304,1.67928465729024e-07,4.94684757754016e-07,"+"
"776","WBP1L",10.7290742255598,1.69276198416917e-07,4.98012320858018e-07,"+"
"777","VWC2L",-10.2925978678336,1.72882257970574e-07,5.07966788863348e-07,"-"
"778","FAM81A",-10.3873006219759,1.75232302312652e-07,5.14209956529287e-07,"-"
"779","SORCS1",10.3112294963711,1.80589242302069e-07,5.29249345539953e-07,"+"
"780","CHCHD3",10.6742860506491,1.81079343317538e-07,5.30005308710178e-07,"+"
"781","LINC01091",-10.703544634857,1.82154651995271e-07,5.32470000646868e-07,"-"
"782","ZBTB7A",-10.7033840858585,1.83354500829088e-07,5.35291976205637e-07,"-"
"783","LOC101928708",10.2524289249237,1.87278694947889e-07,5.46050141208213e-07,"+"
"784","LIMD1-AS1",-10.5612497172106,1.93902058569454e-07,5.64640815961817e-07,"-"
"785","UQCRFS1",10.2143674490655,1.96290134096231e-07,5.70866721199611e-07,"+"
"786","ARPC1A",-10.0165978742107,2.00358316967919e-07,5.81956790887734e-07,"-"
"787","MAB21L4",-10.3616097215422,2.02575365316312e-07,5.8764874080958e-07,"-"
"788","LINC01720",9.99916398712189,2.07893747987441e-07,6.02311455146354e-07,"+"
"789","XIRP2-AS1",10.3112269595361,2.09556005642815e-07,6.06357871840998e-07,"+"
"790","HMGN2P46",-10.6887617450355,2.1232141149001e-07,6.13582003078094e-07,"-"
"791","ANKRD9",-10.3617141796125,2.14982093091374e-07,6.20485611286481e-07,"-"
"792","EVL",-10.8336853491374,2.16362540482936e-07,6.23681414043615e-07,"-"
"793","RCOR2",-10.4369905647326,2.1797980971086e-07,6.2755095279936e-07,"-"
"794","RORA-AS2",10.5469837453031,2.19042618422606e-07,6.29816496043841e-07,"+"
"795","PIK3R2",-11.0381621480445,2.22244150845672e-07,6.38218108654929e-07,"-"
"796","PRCD",-10.6338308448351,2.25388041835307e-07,6.46433290841715e-07,"-"
"797","ATF1",-11.0381675106605,2.34035709496831e-07,6.70393381155916e-07,"-"
"798","LINC02478",-10.4577149095719,2.35447263691923e-07,6.73591607780275e-07,"-"
"799","SCLY",10.9384323509888,2.39206148031417e-07,6.83488906077252e-07,"+"
"800","LOC100128531",-10.8508566303664,2.41232494609709e-07,6.88417231492456e-07,"-"
"801","LUCAT1",10.5457777685068,2.43839828207756e-07,6.94989173281281e-07,"+"
"802","DNAJA1",-10.3617240809102,2.48872789981441e-07,7.08449600408516e-07,"-"
"803","MIR4798",9.96590641467622,2.49566345235867e-07,7.09539185770216e-07,"+"
"804","LINC02554",-10.104547159648,2.53354530170732e-07,7.19413423357936e-07,"-"
"805","SUN2",-10.5613526385901,2.65696681807868e-07,7.53522390766909e-07,"-"
"806","ZNF610",10.4704062614328,2.71370849221478e-07,7.68659613861829e-07,"+"
"807","L3MBTL3",-10.3617563207902,2.75149237365905e-07,7.78396169648525e-07,"-"
"808","PPM1F",10.2148337935209,2.76309837891103e-07,7.80712079090828e-07,"+"
"809","PTH2R",10.0333433250725,2.8912746986387e-07,8.14911128023722e-07,"+"
"810","GUCY1A2",10.0333433250725,2.8912746986387e-07,8.14911128023722e-07,"+"
"811","TBL1X",-10.628960653998,2.91013469442126e-07,8.19215475630546e-07,"-"
"812","LOC105376633",-10.0669849682965,3.06109203452428e-07,8.60649398376717e-07,"-"
"813","TMEM14EP",-10.4370027871966,3.07276628670433e-07,8.61809021197295e-07,"-"
"814","CHSY1",10.1209254684188,3.07225617812225e-07,8.61809021197295e-07,"+"
"815","PLEKHF1",-10.1587588302287,3.08490805283881e-07,8.64152771120367e-07,"-"
"816","ACTN1",10.7136918403928,3.12726499221317e-07,8.74944359953757e-07,"+"
"817","FOXK1",-10.4283372288369,3.18968666925748e-07,8.91316360577091e-07,"-"
"818","ZNF611",-11.0381743409357,3.1949492108298e-07,8.91695482680249e-07,"-"
"819","SAC3D1",10.4709718873409,3.222017506385e-07,8.9815213273223e-07,"+"
"820","FAM189A2",10.22278368783,3.23562196308146e-07,9.00844505087191e-07,"+"
"821","SYNGR1",-10.8161693024712,3.27870461388585e-07,9.11727482765091e-07,"-"
"822","LHFPL3-AS2",-10.6337966776397,3.29383806943675e-07,9.14821449212178e-07,"-"
"823","SPECC1",10.4709816431791,3.44258213639699e-07,9.54971448043054e-07,"+"
"824","MIR4740",-10.10453849333,3.45687821110934e-07,9.57773416985756e-07,"-"
"825","PDZK1",-10.9000509173399,3.52968094409858e-07,9.76758981257824e-07,"-"
"826","IL3",-10.4347232940326,3.54745608054544e-07,9.80489374320247e-07,"-"
"827","TNFRSF1A",-10.5612633109964,3.58515303513895e-07,9.89710323968831e-07,"-"
"828","ALDH1B1",-10.1983548710782,3.60531150950899e-07,9.94073209687079e-07,"-"
"829","MIR3615",10.4709845251769,3.67750683310553e-07,1.01275610373702e-06,"+"
"830","KANSL1-AS1",-10.4179883681332,3.70922398312311e-07,1.02026004258675e-06,"-"
"831","LINC01422",10.5203733008613,3.88198803441016e-07,1.06649562967008e-06,"+"
"832","LOC100288798",-10.4248446782993,3.94213008436192e-07,1.08123434598051e-06,"-"
"833","MIR650",-10.151487670303,3.94510823566258e-07,1.08123434598051e-06,"-"
"834","GP9",-10.8161540434389,3.95808836388432e-07,1.08349109529351e-06,"-"
"835","ARVCF",-10.9015051020044,4.07491039974439e-07,1.11413418474448e-06,"-"
"836","HID1-AS1",-10.4783289770769,4.08504724200186e-07,1.11556971931702e-06,"-"
"837","DAPK2",-10.4486295650012,4.10538100034984e-07,1.11978313307033e-06,"-"
"838","XXYLT1-AS2",-10.5612642754942,4.1908874931957e-07,1.14038094719497e-06,"-"
"839","ARHGAP39",-10.0165287627767,4.18654148986084e-07,1.14038094719497e-06,"-"
"840","EMC2",10.0265349869142,4.26632151368664e-07,1.15952523996983e-06,"+"
"841","PTPRB",-10.4577430832448,4.39132539910385e-07,1.19208036696244e-06,"-"
"842","RAI14",-9.89952596678827,4.4856247711137e-07,1.21623293972121e-06,"-"
"843","ZBTB44",-10.2692193731948,4.57694787461376e-07,1.23952218241319e-06,"-"
"844","FGFBP2",9.68049938813825,4.60366672101979e-07,1.24528093887301e-06,"+"
"845","LINC00662",10.5203538343601,4.66067963544947e-07,1.25921084115161e-06,"+"
"846","TACC1",-10.0672214935197,4.74111685436125e-07,1.27942905183295e-06,"-"
"847","BAP1",-10.2619296345484,4.80932173885489e-07,1.29477376530728e-06,"-"
"848","LINC00856",10.3258298725042,4.80396201006595e-07,1.29477376530728e-06,"+"
"849","RNF19A",-10.803046303974,4.81828736323268e-07,1.29565960544879e-06,"-"
"850","RERE-AS1",10.3691195624105,4.85990795909467e-07,1.30531410242508e-06,"+"
"851","LPP",10.4316823674713,4.92721904514193e-07,1.32183796475429e-06,"+"
"852","MIR2278",-10.4486296680948,4.95679261002338e-07,1.328210977545e-06,"-"
"853","CLSTN2-AS1",10.2762523163473,5.13190294895969e-07,1.37352103546014e-06,"+"
"854","SLC28A3",-10.2619122766094,5.34317053258779e-07,1.42839090467189e-06,"-"
"855","ALKAL2",-9.84054723247644,5.45636820486878e-07,1.45694603645794e-06,"-"
"856","CHRM3-AS2",-10.0669944116409,5.50787452989756e-07,1.46898102240142e-06,"-"
"857","MIR8081",-9.84057338523724,5.66466079002365e-07,1.50903390707398e-06,"-"
"858","COLGALT2",-10.2859349073222,5.68076062475954e-07,1.51155903337133e-06,"-"
"859","ZBTB20-AS3",10.3111889012663,5.71273360240708e-07,1.51829695160598e-06,"+"
"860","ADPGK",10.8622379808819,5.75467933763252e-07,1.52766661951338e-06,"+"
"861","SAMD11",10.1209113875058,5.77708173635e-07,1.53109868670191e-06,"+"
"862","CTD-2194D22.4",9.88853270133936,5.78102088452495e-07,1.53109868670191e-06,"+"
"863","TRAP1",10.5460258639426,5.87258688446573e-07,1.55354760802263e-06,"+"
"864","HLA-DMA",-10.4089081948376,6.09914075498234e-07,1.61161323421582e-06,"-"
"865","TNP1",10.2227751057,6.23777467927968e-07,1.6463398373174e-06,"+"
"866","NDP",9.90657173653556,6.36093974795174e-07,1.67690824995079e-06,"+"
"867","KCNK12",9.63636562038671,6.50410403929966e-07,1.71267237851455e-06,"+"
"868","PPARGC1B",9.68053400956609,6.57147737982312e-07,1.72841968411707e-06,"+"
"869","PLEC",10.2765653608242,6.58919950937874e-07,1.7310865914743e-06,"+"
"870","TTLL10",9.91071998914243,6.79680537077533e-07,1.78357547833104e-06,"+"
"871","LOC100507468",9.9777914604714,6.88763906623115e-07,1.80533639359423e-06,"+"
"872","HEXIM2",-10.2619548030983,7.3688961078127e-07,1.92926488694225e-06,"-"
"873","MIR548BB",9.68052026328402,7.46788115031732e-07,1.95294074068436e-06,"+"
"874","DCTD",-9.89991327515897,7.80510796393507e-07,2.03879421987e-06,"-"
"875","MMP16",10.1209387076858,7.85732905472793e-07,2.05008939793644e-06,"+"
"876","FBXO34",10.0436143716313,7.92508147166348e-07,2.06540650682737e-06,"+"
"877","LINC02239",-9.44174380723717,8.29859484766182e-07,2.16028415475621e-06,"-"
"878","OGFRP1",-9.89947780311629,8.32011024113618e-07,2.16341818684668e-06,"-"
"879","KLF4",-9.63053733319731,8.4543764814166e-07,2.19582952298909e-06,"-"
"880","KANK1",-10.2861571887815,8.50060724604184e-07,2.20532799349017e-06,"-"
"881","RAPGEF1",9.91079606711708,8.51826202519286e-07,2.20739979608573e-06,"+"
"882","RTN4",10.1208043468944,8.60133861710518e-07,2.22640091415546e-06,"+"
"883","KLRF1",10.1209236812485,8.97587630219083e-07,2.3207163757533e-06,"+"
"884","JAG2",9.68052165779474,9.54743356287423e-07,2.46570031946175e-06,"+"
"885","MIR6769A",10.1209223436603,9.6987980962681e-07,2.50196113602035e-06,"+"
"886","CTD-3080P12.3",10.0265067766701,9.83282364582116e-07,2.53367227803721e-06,"+"
"887","PRSS8",10.120905017003,1.00030679162391e-06,2.57463405330033e-06,"+"
"888","MARCH6",-9.89992015969904,1.0134356828465e-06,2.60548836029118e-06,"-"
"889","CST4",-9.85599362998191,1.03412363432674e-06,2.65568532864787e-06,"-"
"890","PRAG1",9.89361462571473,1.05859389139982e-06,2.71547174614134e-06,"+"
"891","LOC101929439",-9.85597320267471,1.06279083816209e-06,2.7231778715197e-06,"-"
"892","MYH13",-10.2619267125651,1.07016499316641e-06,2.73899851950551e-06,"-"
"893","KIF26A",9.68048754483877,1.07987159592506e-06,2.76074675643551e-06,"+"
"894","METTL24",-9.89994280058932,1.08601098534464e-06,2.77333677801099e-06,"-"
"895","MIR4279",-9.89989343686592,1.09237997953546e-06,2.7864843500329e-06,"-"
"896","UBE2V2",9.68048859998411,1.10539788712525e-06,2.81654394677115e-06,"+"
"897","B4GALT5",-10.6336398255886,1.12945986034929e-06,2.87464533018666e-06,"-"
"898","LINC01346",-9.44156321310035,1.13898605947433e-06,2.89566277703773e-06,"-"
"899","LINC00320",9.68059853073846,1.1996675707151e-06,3.04654178414079e-06,"+"
"900","ADRB1",9.91051389906133,1.25512132821801e-06,3.18382443591302e-06,"+"
"901","SLC41A3",9.68046886713131,1.34457834178722e-06,3.40696154750303e-06,"+"
"902","FBLN2",10.0333212705818,1.36310053856509e-06,3.4424940982412e-06,"+"
"903","CCNH",-9.44171142482737,1.36312512694264e-06,3.4424940982412e-06,"-"
"904","ANKRD30A",-9.44182533000455,1.36221859189533e-06,3.4424940982412e-06,"-"
"905","SUSD3",9.48756493892605,1.37082819472859e-06,3.45812239620482e-06,"+"
"906","MIR4282",9.68048452141658,1.395404391706e-06,3.51623424532539e-06,"+"
"907","LINC02035",9.68048439324549,1.39941988362634e-06,3.52246482284337e-06,"+"
"908","MAPRE1",9.68048452718573,1.40430219751569e-06,3.53086114199155e-06,"+"
"909","OR1D5",9.50314113807665,1.4271507195228e-06,3.58436203814141e-06,"+"
"910","LINC01107",-9.44171613259321,1.43156834402198e-06,3.59150607626614e-06,"-"
"911","LINC00460",-9.89990099857523,1.44531931984071e-06,3.62202415718589e-06,"-"
"912","LOC105370306",9.68042564862676,1.45986059149709e-06,3.65445365174107e-06,"+"
"913","GRM7-AS1",-9.89990098289885,1.481690955049e-06,3.70503882845221e-06,"-"
"914","PSME4",9.8139001848503,1.49235905011604e-06,3.72763206938176e-06,"+"
"915","MIR4286",-9.85605896664402,1.53150687715334e-06,3.81706353770859e-06,"-"
"916","PCAT29",9.48755427682787,1.53034590714541e-06,3.81706353770859e-06,"+"
"917","TBC1D10C",-10.5612473327979,1.56818953087447e-06,3.90422758886196e-06,"-"
"918","LINC00322",-9.90001398200897,1.57207574509276e-06,3.90963935299211e-06,"-"
"919","DOK6",-9.8999191260196,1.61336834968983e-06,4.00796511680291e-06,"-"
"920","PIK3CD-AS2",-9.44171761782493,1.62040515100489e-06,4.02107060841758e-06,"-"
"921","AUH",9.6804881857779,1.6351294604897e-06,4.05320364636046e-06,"+"
"922","INSM1",9.34444032713903,1.63857970253192e-06,4.05735082524986e-06,"+"
"923","MIR4644",8.97444728764813,1.65264988536455e-06,4.0877569753925e-06,"+"
"924","GGTLC2",9.91049583933441,1.66817328564918e-06,4.121687890841e-06,"+"
"925","MLC1",9.81392004125599,1.68114975570875e-06,4.14925934300872e-06,"+"
"926","PTTG2",-9.4296863662244,1.6841671640246e-06,4.15221774888571e-06,"-"
"927","STK39",10.043613858309,1.69632390198634e-06,4.17554144329852e-06,"+"
"928","TPST2",-9.44175989989409,1.6972853523351e-06,4.17554144329852e-06,"-"
"929","LINC02114",-9.8995561076879,1.81607290096742e-06,4.46038657063455e-06,"-"
"930","CSDC2",9.50301317894902,1.81697744664482e-06,4.46038657063455e-06,"+"
"931","CYBA",-10.4485923801659,1.83557173748121e-06,4.50119256355489e-06,"-"
"932","MIR6766",9.9102299929887,1.99493233928176e-06,4.88672803710329e-06,"+"
"933","MIR6765",9.50303328709848,2.00154350593588e-06,4.89766754989456e-06,"+"
"934","ROR2",9.97772557200378,2.01706013167159e-06,4.93035147816514e-06,"+"
"935","PAK4",-9.44173240839678,2.04672010249242e-06,4.99749945881304e-06,"-"
"936","MIR4693",9.68046492362592,2.10473201564266e-06,5.13365725610277e-06,"+"
"937","NOG",-9.44173195671423,2.10979551161649e-06,5.14051563822887e-06,"-"
"938","NDUFA4",9.68046146628071,2.11407381634659e-06,5.14544831846404e-06,"+"
"939","TLR4",-9.43446758753068,2.15884485695877e-06,5.2488208822544e-06,"-"
"940","TSPO2",-9.84050478301685,2.18040172251066e-06,5.29559269414025e-06,"-"
"941","LGALS9B",9.09259335031392,2.22293713343841e-06,5.39316203574908e-06,"+"
"942","LINC02016",9.34445558579681,2.23215609179752e-06,5.4097795727959e-06,"+"
"943","GMDS",-9.44175823435022,2.25431849572355e-06,5.45769790640176e-06,"-"
"944","FAM135B",-9.27942862836977,2.27088789630615e-06,5.49198841871498e-06,"-"
"945","COA5",9.68048624187922,2.28206939953041e-06,5.51318988267505e-06,"+"
"946","MAP2K2",10.580651529361,2.29622433340645e-06,5.54152236064156e-06,"+"
"947","PTPN23",-9.4417972315728,2.37691121115783e-06,5.73018827357267e-06,"-"
"948","RASEF",9.09267468353493,2.40749546873238e-06,5.79779763197893e-06,"+"
"949","JAK2",9.8935745655824,2.41627639957044e-06,5.81281245544711e-06,"+"
"950","MRPL40",-9.44208667418746,2.42454978049302e-06,5.82657594617427e-06,"-"
"951","NUP210",-9.43442195622939,2.49990504801409e-06,6.00134934239345e-06,"-"
"952","GNPTG",-9.84053693173468,2.5039096945228e-06,6.00464898381886e-06,"-"
"953","MYL5",9.90671533823179,2.52231445234182e-06,6.04243850440333e-06,"+"
"954","FIG4",10.0436286282336,2.58616775239372e-06,6.18891087915604e-06,"+"
"955","FSD1",10.0436159349018,2.5930795278611e-06,6.19895346817475e-06,"+"
